bowler,date,venue,bowling_team,rolling_avg_wickets,overs_bowled_last5,venue_wicket_rate,bowler_career_avg,next_match_wicket
R Ashwin,2016-04-22,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,0.4,3.0666666666666664,1.0,1.0309278350515463,0.0
HV Patel,2016-04-22,Maharashtra Cricket Association Stadium,Royal Challengers Bangalore,0.6,3.233333333333333,2.0,1.032258064516129,0.0
M Ashwin,2016-04-22,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,2.0,4.111111111111111,0.0,2.0,1.0
SR Watson,2016-04-22,Maharashtra Cricket Association Stadium,Royal Challengers Bangalore,1.2,4.4,0.0,1.0410958904109588,1.0
I Sharma,2016-04-22,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,0.6,3.9666666666666672,1.0,0.855072463768116,0.0
NLTC Perera,2016-04-22,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,0.4,3.166666666666667,2.0,1.0384615384615385,2.0
MJ McClenaghan,2016-04-23,Feroz Shah Kotla,Mumbai Indians,1.4,3.733333333333333,2.0,1.4705882352941178,2.0
DJ Hooda,2016-04-23,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,0.4,2.3,0.0,0.25,0.0
MM Sharma,2016-04-23,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,1.0,3.2333333333333334,1.0,1.2941176470588236,3.0
GJ Maxwell,2016-04-23,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,0.2,1.7,1.0,0.23809523809523808,0.0
R Dhawan,2016-04-23,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,0.2,2.6333333333333333,2.0,0.782608695652174,1.0
KA Pollard,2016-04-23,Feroz Shah Kotla,Mumbai Indians,0.8,1.8666666666666665,0.3333333333333333,0.881578947368421,0.0
Z Khan,2016-04-23,Feroz Shah Kotla,Delhi Daredevils,0.8,2.9333333333333336,1.3333333333333333,1.2278481012658229,0.0
KH Pandya,2016-04-23,Feroz Shah Kotla,Mumbai Indians,1.5,4.333333333333334,0.6666666666666666,1.5,0.0
TG Southee,2016-04-23,Feroz Shah Kotla,Mumbai Indians,0.6,4.166666666666667,0.0,0.8421052631578947,2.0
BB Sran,2016-04-23,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,1.0,4.083333333333334,1.5,1.0,1.0
A Mishra,2016-04-23,Feroz Shah Kotla,Delhi Daredevils,1.2,3.0666666666666673,1.5714285714285714,1.2178217821782178,0.0
JJ Bumrah,2016-04-23,Feroz Shah Kotla,Mumbai Indians,1.4,3.7333333333333334,0.5,0.8636363636363636,3.0
KJ Abbott,2016-04-23,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,0.5,3.75,0.5,0.5,1.0
Mohammed Shami,2016-04-23,Feroz Shah Kotla,Delhi Daredevils,1.2,3.4666666666666672,0.4,0.875,0.0
B Kumar,2016-04-23,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,1.4,4.033333333333333,1.0,1.1428571428571428,1.0
MC Henriques,2016-04-23,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,0.0,3.3333333333333335,1.1111111111111112,0.8666666666666667,1.0
Imran Tahir,2016-04-23,Feroz Shah Kotla,Delhi Daredevils,1.0,3.3,1.5714285714285714,1.625,3.0
HH Pandya,2016-04-23,Feroz Shah Kotla,Mumbai Indians,0.2,2.033333333333333,0.0,0.15384615384615385,1.0
P Negi,2016-04-23,Feroz Shah Kotla,Delhi Daredevils,0.2,2.2,0.6666666666666666,0.7619047619047619,0.0
Mustafizur Rahman,2016-04-23,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,1.25,4.083333333333334,1.0,1.25,0.0
Sandeep Sharma,2016-04-23,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,1.0,2.6333333333333333,1.0,1.3333333333333333,1.0
Harbhajan Singh,2016-04-23,Feroz Shah Kotla,Mumbai Indians,0.4,3.1,0.6666666666666666,1.0614035087719298,0.0
AR Patel,2016-04-23,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,0.6,2.8666666666666663,0.0,1.0285714285714285,1.0
CH Morris,2016-04-23,Feroz Shah Kotla,Delhi Daredevils,1.2,4.166666666666667,1.25,1.1,2.0
PV Tambe,2016-04-24,Saurashtra Cricket Association Stadium,Gujarat Lions,1.0,3.033333333333333,1.0,0.9310344827586207,0.0
DJ Bravo,2016-04-24,Saurashtra Cricket Association Stadium,Gujarat Lions,1.8,3.8666666666666663,0.5,1.358695652173913,1.0
JA Morkel,2016-04-24,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,0.6,2.8666666666666663,1.3448275862068966,1.0941176470588236,0.0
YS Chahal,2016-04-24,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,1.8,3.5333333333333337,2.0,1.2258064516129032,2.0
NLTC Perera,2016-04-24,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,0.8,3.2333333333333334,2.3333333333333335,1.1111111111111112,1.0
PP Chawla,2016-04-24,Maharashtra Cricket Association Stadium,Kolkata Knight Riders,0.8,2.5333333333333337,0.0,1.0347826086956522,0.0
M Ashwin,2016-04-24,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,1.5,3.583333333333333,0.0,1.5,0.0
SB Jakati,2016-04-24,Saurashtra Cricket Association Stadium,Gujarat Lions,0.6,3.7666666666666666,0.0,0.9607843137254902,1.0
Iqbal Abdulla,2016-04-24,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,1.0,3.766666666666667,1.0,0.975,0.0
SP Narine,2016-04-24,Maharashtra Cricket Association Stadium,Kolkata Knight Riders,1.4,4.166666666666666,1.0,1.5087719298245614,2.0
R Bhatia,2016-04-24,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,0.2,3.033333333333333,0.0,0.9259259259259259,0.0
Shakib Al Hasan,2016-04-24,Maharashtra Cricket Association Stadium,Kolkata Knight Riders,0.8,3.5333333333333337,0.6666666666666666,1.2647058823529411,1.0
UT Yadav,2016-04-24,Maharashtra Cricket Association Stadium,Kolkata Knight Riders,1.4,3.4666666666666663,3.0,1.1232876712328768,1.0
SR Watson,2016-04-24,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,1.2,4.3,1.4,1.054054054054054,2.0
R Ashwin,2016-04-24,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,0.2,2.933333333333333,0.0,1.0204081632653061,1.0
AD Russell,2016-04-24,Maharashtra Cricket Association Stadium,Kolkata Knight Riders,1.8,3.2666666666666666,2.0,0.8846153846153846,0.0
RA Jadeja,2016-04-24,Saurashtra Cricket Association Stadium,Gujarat Lions,0.8,2.8,1.0,0.8876404494382022,0.0
R Sathish,2016-04-24,Maharashtra Cricket Association Stadium,Kolkata Knight Riders,0.2,1.4333333333333331,0.5,0.36363636363636365,0.0
T Shamsi,2016-04-24,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,1.0,4.0,1.0,1.0,1.0
DS Kulkarni,2016-04-24,Saurashtra Cricket Association Stadium,Gujarat Lions,1.2,3.066666666666667,0.0,1.1111111111111112,3.0
P Kumar,2016-04-24,Saurashtra Cricket Association Stadium,Gujarat Lions,0.0,2.7666666666666666,0.0,0.8514851485148515,0.0
Ankit Sharma,2016-04-24,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,0.6,3.9666666666666672,0.0,0.6666666666666666,0.0
KW Richardson,2016-04-24,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,1.6,3.6333333333333337,0.0,1.4166666666666667,2.0
M Morkel,2016-04-24,Maharashtra Cricket Association Stadium,Kolkata Knight Riders,1.4,4.2666666666666675,3.0,1.3225806451612903,2.0
JJ Bumrah,2016-04-25,"Punjab Cricket Association IS Bindra Stadium, Mohali",Mumbai Indians,1.4,3.9666666666666663,0.0,0.8260869565217391,0.0
TG Southee,2016-04-25,"Punjab Cricket Association IS Bindra Stadium, Mohali",Mumbai Indians,0.6,4.033333333333333,0.0,0.8,2.0
Sandeep Sharma,2016-04-25,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,1.2,3.033333333333333,1.0,1.3529411764705883,1.0
Harbhajan Singh,2016-04-25,"Punjab Cricket Association IS Bindra Stadium, Mohali",Mumbai Indians,0.4,3.1,2.0,1.0608695652173914,1.0
AR Patel,2016-04-25,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,0.6,2.6,0.6666666666666666,1.0,4.0
KH Pandya,2016-04-25,"Punjab Cricket Association IS Bindra Stadium, Mohali",Mumbai Indians,1.0,4.277777777777778,2.0,1.0,0.0
KA Pollard,2016-04-25,"Punjab Cricket Association IS Bindra Stadium, Mohali",Mumbai Indians,0.8,1.6333333333333335,0.0,0.8701298701298701,0.0
MG Johnson,2016-04-25,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,1.0,3.9333333333333327,2.0,1.2857142857142858,1.0
MM Sharma,2016-04-25,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,1.2,3.1333333333333337,1.3333333333333333,1.3076923076923077,3.0
MJ McClenaghan,2016-04-25,"Punjab Cricket Association IS Bindra Stadium, Mohali",Mumbai Indians,1.8,4.033333333333333,0.0,1.5,1.0
GJ Maxwell,2016-04-25,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,0.0,1.4666666666666668,0.0,0.22727272727272727,0.0
A Nehra,2016-04-26,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,1.2,3.6,0.6666666666666666,1.3333333333333333,1.0
Bipul Sharma,2016-04-26,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,1.2,2.6,1.5,0.9411764705882353,0.0
R Bhatia,2016-04-26,"Rajiv Gandhi International Stadium, Uppal",Rising Pune Supergiants,0.6,3.4333333333333327,2.5,0.9390243902439024,1.0
NLTC Perera,2016-04-26,"Rajiv Gandhi International Stadium, Uppal",Rising Pune Supergiants,1.2,3.3333333333333335,1.625,1.1428571428571428,3.0
R Ashwin,2016-04-26,"Rajiv Gandhi International Stadium, Uppal",Rising Pune Supergiants,0.2,3.0,1.0,1.0101010101010102,0.0
MC Henriques,2016-04-26,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,0.4,3.5333333333333328,1.2,0.9032258064516129,2.0
M Ashwin,2016-04-26,"Rajiv Gandhi International Stadium, Uppal",Rising Pune Supergiants,1.4,3.7,1.0,1.4,0.0
Mustafizur Rahman,2016-04-26,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,1.6,4.066666666666667,1.6666666666666667,1.6,1.0
AB Dinda,2016-04-26,"Rajiv Gandhi International Stadium, Uppal",Rising Pune Supergiants,0.4,3.3333333333333335,1.6666666666666667,1.0634920634920635,3.0
B Kumar,2016-04-26,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,1.6,4.2,1.0,1.140625,1.0
MR Marsh,2016-04-26,"Rajiv Gandhi International Stadium, Uppal",Rising Pune Supergiants,1.2,2.9,4.0,1.0588235294117647,0.0
RA Jadeja,2016-04-27,Feroz Shah Kotla,Gujarat Lions,0.8,3.2,1.2,0.8777777777777778,0.0
PV Tambe,2016-04-27,Feroz Shah Kotla,Gujarat Lions,1.0,2.833333333333333,1.5,0.9333333333333333,0.0
DR Smith,2016-04-27,Feroz Shah Kotla,Gujarat Lions,0.8,2.0666666666666664,0.6666666666666666,0.5862068965517241,0.0
CH Morris,2016-04-27,Feroz Shah Kotla,Delhi Daredevils,0.8,4.133333333333334,1.4,1.1290322580645162,2.0
Z Khan,2016-04-27,Feroz Shah Kotla,Delhi Daredevils,0.8,2.9666666666666672,1.4285714285714286,1.2375,4.0
P Kumar,2016-04-27,Feroz Shah Kotla,Gujarat Lions,0.0,2.9,1.0,0.8431372549019608,1.0
SK Raina,2016-04-27,Feroz Shah Kotla,Gujarat Lions,0.6,2.3999999999999995,0.0,0.4915254237288136,0.0
JP Faulkner,2016-04-27,Feroz Shah Kotla,Gujarat Lions,0.6,3.9333333333333336,1.25,1.3333333333333333,0.0
Imran Tahir,2016-04-27,Feroz Shah Kotla,Delhi Daredevils,0.4,3.233333333333333,1.375,1.5294117647058822,2.0
A Mishra,2016-04-27,Feroz Shah Kotla,Delhi Daredevils,1.4,3.0666666666666673,1.5909090909090908,1.2254901960784315,1.0
JP Duminy,2016-04-27,Feroz Shah Kotla,Delhi Daredevils,0.2,1.8333333333333333,0.42857142857142855,0.5,0.0
DS Kulkarni,2016-04-27,Feroz Shah Kotla,Gujarat Lions,1.4,3.4333333333333336,0.0,1.1090909090909091,0.0
DJ Bravo,2016-04-27,Feroz Shah Kotla,Gujarat Lions,1.4,3.9333333333333327,1.5,1.3440860215053763,2.0
S Nadeem,2016-04-27,Feroz Shah Kotla,Delhi Daredevils,0.8,3.5666666666666673,0.6875,0.7142857142857143,2.0
HH Pandya,2016-04-28,Wankhede Stadium,Mumbai Indians,0.4,2.1,0.16666666666666666,0.21428571428571427,0.0
MJ McClenaghan,2016-04-28,Wankhede Stadium,Mumbai Indians,1.8,4.1,1.4444444444444444,1.5263157894736843,1.0
JD Unadkat,2016-04-28,Wankhede Stadium,Kolkata Knight Riders,0.6,2.9666666666666672,1.0,1.0,2.0
Harbhajan Singh,2016-04-28,Wankhede Stadium,Mumbai Indians,0.2,3.1,1.1794871794871795,1.0517241379310345,1.0
SP Narine,2016-04-28,Wankhede Stadium,Kolkata Knight Riders,1.6,4.133333333333333,2.0,1.5,1.0
JJ Bumrah,2016-04-28,Wankhede Stadium,Mumbai Indians,1.8,3.9666666666666663,1.0,0.9166666666666666,3.0
AD Russell,2016-04-28,Wankhede Stadium,Kolkata Knight Riders,1.2,2.8666666666666663,0.0,0.8518518518518519,4.0
R Sathish,2016-04-28,Wankhede Stadium,Kolkata Knight Riders,0.6,1.6333333333333333,0.0,0.5,0.0
TG Southee,2016-04-28,Wankhede Stadium,Mumbai Indians,1.0,3.9333333333333336,0.3333333333333333,0.8571428571428571,0.0
Shakib Al Hasan,2016-04-28,Wankhede Stadium,Kolkata Knight Riders,0.6,3.7,1.6666666666666667,1.2571428571428571,0.0
KH Pandya,2016-04-28,Wankhede Stadium,Mumbai Indians,0.75,3.7083333333333335,1.5,0.75,0.0
UT Yadav,2016-04-28,Wankhede Stadium,Kolkata Knight Riders,1.6,3.2333333333333334,0.6666666666666666,1.1216216216216217,3.0
P Kumar,2016-04-29,Maharashtra Cricket Association Stadium,Gujarat Lions,0.0,2.9,0.5,0.8349514563106796,2.0
NLTC Perera,2016-04-29,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,1.2,3.3,2.25,1.1379310344827587,0.0
R Ashwin,2016-04-29,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,0.2,3.6,0.0,1.01,1.0
M Ashwin,2016-04-29,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,1.2,3.1,0.5,1.1666666666666667,0.0
S Kaushik,2016-04-29,Maharashtra Cricket Association Stadium,Gujarat Lions,0.4,3.6666666666666665,0.0,1.1454545454545455,3.0
RA Jadeja,2016-04-29,Maharashtra Cricket Association Stadium,Gujarat Lions,0.8,3.0,1.0,0.8681318681318682,2.0
DS Kulkarni,2016-04-29,Maharashtra Cricket Association Stadium,Gujarat Lions,1.6,3.4,1.5,1.1428571428571428,1.0
JP Faulkner,2016-04-29,Maharashtra Cricket Association Stadium,Gujarat Lions,0.6,3.4,2.0,1.3265306122448979,0.0
AB Dinda,2016-04-29,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,1.0,3.5333333333333328,2.0,1.109375,1.0
DJ Bravo,2016-04-29,Maharashtra Cricket Association Stadium,Gujarat Lions,0.8,3.9333333333333327,1.5333333333333334,1.3404255319148937,2.0
R Bhatia,2016-04-29,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,0.6,3.4666666666666663,1.0,0.927710843373494,0.0
CH Morris,2016-04-30,Feroz Shah Kotla,Delhi Daredevils,1.0,4.133333333333334,1.5,1.15625,1.0
B Kumar,2016-04-30,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,1.4,3.9333333333333336,1.0,1.1384615384615384,2.0
AD Russell,2016-04-30,Feroz Shah Kotla,Kolkata Knight Riders,0.6,2.8,0.0,0.8214285714285714,1.0
T Shamsi,2016-04-30,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,1.0,4.0,1.0,1.0,0.0
HV Patel,2016-04-30,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,0.6,3.5333333333333328,0.0,1.0625,3.0
A Nehra,2016-04-30,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,1.2,3.7333333333333334,0.75,1.3289473684210527,0.0
KW Richardson,2016-04-30,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,1.6,3.6666666666666665,4.0,1.3846153846153846,1.0
Mustafizur Rahman,2016-04-30,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,1.2,3.7333333333333334,1.25,1.3333333333333333,2.0
SP Narine,2016-04-30,Feroz Shah Kotla,Kolkata Knight Riders,1.2,4.133333333333333,2.3333333333333335,1.5084745762711864,0.0
MC Henriques,2016-04-30,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,0.6,3.1333333333333333,1.1818181818181819,0.90625,1.0
Parvez Rasool,2016-04-30,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,0.4,2.6,1.0,0.4444444444444444,0.0
GB Hogg,2016-04-30,Feroz Shah Kotla,Kolkata Knight Riders,1.4,3.9,1.0,1.3333333333333333,0.0
UT Yadav,2016-04-30,Feroz Shah Kotla,Kolkata Knight Riders,1.4,2.9,1.4166666666666667,1.12,2.0
CR Brathwaite,2016-04-30,Feroz Shah Kotla,Delhi Daredevils,0.6666666666666666,2.722222222222222,1.0,0.6666666666666666,0.0
BB Sran,2016-04-30,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,0.8,4.066666666666667,1.0,0.8,1.0
PP Chawla,2016-04-30,Feroz Shah Kotla,Kolkata Knight Riders,0.8,2.9000000000000004,1.0,1.0258620689655173,2.0
SR Watson,2016-04-30,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,1.4,4.133333333333334,0.6666666666666666,1.0533333333333332,1.0
VR Aaron,2016-04-30,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,0.4,3.733333333333333,2.0,1.1481481481481481,0.0
JO Holder,2016-04-30,Feroz Shah Kotla,Kolkata Knight Riders,0.8,3.1,0.5,0.7142857142857143,0.0
Z Khan,2016-04-30,Feroz Shah Kotla,Delhi Daredevils,0.8,3.7333333333333334,1.25,1.2222222222222223,1.0
Mohammed Shami,2016-04-30,Feroz Shah Kotla,Delhi Daredevils,1.4,3.8333333333333344,0.5,0.8823529411764706,2.0
A Mishra,2016-04-30,Feroz Shah Kotla,Delhi Daredevils,1.4,3.0666666666666673,1.5217391304347827,1.2135922330097086,1.0
DJ Bravo,2016-05-01,Saurashtra Cricket Association Stadium,Gujarat Lions,1.0,3.9666666666666663,0.3333333333333333,1.3473684210526315,2.0
MJ McClenaghan,2016-05-01,Maharashtra Cricket Association Stadium,Mumbai Indians,1.2,4.1,1.0,1.5,1.0
MP Stoinis,2016-05-01,Saurashtra Cricket Association Stadium,Kings XI Punjab,1.0,2.0,1.0,1.0,0.0
HH Pandya,2016-05-01,Maharashtra Cricket Association Stadium,Mumbai Indians,0.4,2.0666666666666664,1.0,0.26666666666666666,0.0
SM Boland,2016-05-01,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,1.0,4.0,3.0,1.540983606557377,3.0
AR Patel,2016-05-01,Saurashtra Cricket Association Stadium,Kings XI Punjab,0.8,2.9666666666666663,2.0,1.0,0.0
RA Jadeja,2016-05-01,Saurashtra Cricket Association Stadium,Gujarat Lions,0.4,3.033333333333333,0.6666666666666666,0.8586956521739131,1.0
Gurkeerat Singh,2016-05-01,Saurashtra Cricket Association Stadium,Kings XI Punjab,1.0,3.111111111111111,1.0,1.0,0.0
M Ashwin,2016-05-01,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,0.8,2.8333333333333335,0.3333333333333333,1.0,0.0
DS Kulkarni,2016-05-01,Saurashtra Cricket Association Stadium,Gujarat Lions,1.2,3.2333333333333334,0.5,1.1228070175438596,0.0
Harbhajan Singh,2016-05-01,Maharashtra Cricket Association Stadium,Mumbai Indians,0.4,3.5,0.0,1.0512820512820513,2.0
S Kaushik,2016-05-01,Saurashtra Cricket Association Stadium,Gujarat Lions,0.0,3.1666666666666665,0.0,0.0,1.0
MM Sharma,2016-05-01,Saurashtra Cricket Association Stadium,Kings XI Punjab,1.8,3.4666666666666663,0.0,1.3396226415094339,1.0
P Kumar,2016-05-01,Saurashtra Cricket Association Stadium,Gujarat Lions,0.2,3.3,0.0,0.8365384615384616,0.0
KC Cariappa,2016-05-01,Saurashtra Cricket Association Stadium,Kings XI Punjab,1.0,2.0,1.0,1.0,1.0
Sandeep Sharma,2016-05-01,Saurashtra Cricket Association Stadium,Kings XI Punjab,1.2,3.2666666666666666,1.0,1.3428571428571427,2.0
NLTC Perera,2016-05-01,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,1.8,3.7333333333333334,2.4,1.2,0.0
R Bhatia,2016-05-01,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,0.6,3.2666666666666666,1.0,0.9285714285714286,2.0
R Ashwin,2016-05-01,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,0.2,3.6,0.0,1.0,1.0
JJ Bumrah,2016-05-01,Maharashtra Cricket Association Stadium,Mumbai Indians,1.4,3.9,3.0,0.88,0.0
AB Dinda,2016-05-01,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,1.6,3.766666666666667,2.5,1.1384615384615384,1.0
KH Pandya,2016-05-01,Maharashtra Cricket Association Stadium,Mumbai Indians,0.6,3.366666666666667,0.375,0.6,0.0
JP Faulkner,2016-05-01,Saurashtra Cricket Association Stadium,Gujarat Lions,0.4,3.0,0.0,1.3,0.0
TG Southee,2016-05-01,Maharashtra Cricket Association Stadium,Mumbai Indians,1.4,3.9333333333333336,3.0,0.9090909090909091,0.0
S Aravind,2016-05-02,M Chinnaswamy Stadium,Royal Challengers Bangalore,1.4,3.5333333333333337,1.875,1.65,1.0
M Morkel,2016-05-02,M Chinnaswamy Stadium,Kolkata Knight Riders,1.0,4.066666666666667,1.0,1.3015873015873016,1.0
SP Narine,2016-05-02,M Chinnaswamy Stadium,Kolkata Knight Riders,1.2,3.8666666666666663,0.5,1.5,1.0
YS Chahal,2016-05-02,M Chinnaswamy Stadium,Royal Challengers Bangalore,1.4,3.8,1.3846153846153846,1.21875,1.0
AD Russell,2016-05-02,M Chinnaswamy Stadium,Kolkata Knight Riders,1.2,2.8,1.0,0.9310344827586207,6.0
VR Aaron,2016-05-02,M Chinnaswamy Stadium,Royal Challengers Bangalore,0.4,3.6666666666666665,0.5,1.1071428571428572,0.0
T Shamsi,2016-05-02,M Chinnaswamy Stadium,Royal Challengers Bangalore,1.0,4.0,0.3333333333333333,1.0,0.0
PP Chawla,2016-05-02,M Chinnaswamy Stadium,Kolkata Knight Riders,0.4,2.5,1.4285714285714286,1.017094017094017,2.0
UT Yadav,2016-05-02,M Chinnaswamy Stadium,Kolkata Knight Riders,2.0,2.9,1.0,1.144736842105263,0.0
SR Watson,2016-05-02,M Chinnaswamy Stadium,Royal Challengers Bangalore,1.4,4.133333333333333,1.6666666666666667,1.0657894736842106,3.0
STR Binny,2016-05-02,M Chinnaswamy Stadium,Royal Challengers Bangalore,0.4,1.5,2.0,0.5,0.0
Mohammed Shami,2016-05-03,Saurashtra Cricket Association Stadium,Delhi Daredevils,1.2,3.8333333333333335,1.0,0.8333333333333334,0.0
A Mishra,2016-05-03,Saurashtra Cricket Association Stadium,Delhi Daredevils,1.4,3.5,1.0,1.2115384615384615,1.0
CH Morris,2016-05-03,Saurashtra Cricket Association Stadium,Delhi Daredevils,1.4,3.9,1.25,1.1818181818181819,2.0
SK Raina,2016-05-03,Saurashtra Cricket Association Stadium,Gujarat Lions,0.2,1.9333333333333331,0.0,0.48333333333333334,0.0
Z Khan,2016-05-03,Saurashtra Cricket Association Stadium,Delhi Daredevils,1.6,3.9666666666666672,1.6666666666666667,1.2560975609756098,1.0
P Kumar,2016-05-03,Saurashtra Cricket Association Stadium,Gujarat Lions,0.6,3.2333333333333334,0.5,0.8476190476190476,1.0
S Nadeem,2016-05-03,Saurashtra Cricket Association Stadium,Delhi Daredevils,0.4,3.5,2.0,0.6976744186046512,1.0
DS Kulkarni,2016-05-03,Saurashtra Cricket Association Stadium,Gujarat Lions,1.0,3.2333333333333334,0.6666666666666666,1.1206896551724137,2.0
JP Duminy,2016-05-03,Saurashtra Cricket Association Stadium,Delhi Daredevils,0.4,1.8333333333333333,1.0,0.5116279069767442,0.0
DR Smith,2016-05-03,Saurashtra Cricket Association Stadium,Gujarat Lions,0.6,2.0333333333333337,0.0,0.5666666666666667,1.0
JP Faulkner,2016-05-03,Saurashtra Cricket Association Stadium,Gujarat Lions,0.4,2.5333333333333337,0.0,1.2745098039215685,1.0
RA Jadeja,2016-05-03,Saurashtra Cricket Association Stadium,Gujarat Lions,0.4,2.9,1.0,0.8709677419354839,0.0
S Kaushik,2016-05-03,Saurashtra Cricket Association Stadium,Gujarat Lions,1.5,3.666666666666667,3.0,1.5,0.0
Swapnil Singh,2016-05-04,Eden Gardens,Kings XI Punjab,0.0,2.2666666666666666,0.0,0.8461538461538461,1.0
GB Hogg,2016-05-04,Eden Gardens,Kolkata Knight Riders,1.0,3.9,1.5,1.263157894736842,1.0
MM Sharma,2016-05-04,Eden Gardens,Kings XI Punjab,2.4,3.833333333333333,0.8,1.3703703703703705,0.0
Sandeep Sharma,2016-05-04,Eden Gardens,Kings XI Punjab,1.2,3.7,0.0,1.3333333333333333,1.0
PP Chawla,2016-05-04,Eden Gardens,Kolkata Knight Riders,0.6,2.666666666666667,1.1333333333333333,1.0254237288135593,2.0
AD Russell,2016-05-04,Eden Gardens,Kolkata Knight Riders,1.0,2.8333333333333335,1.0,0.9333333333333333,1.0
GJ Maxwell,2016-05-04,Eden Gardens,Kings XI Punjab,0.0,1.4333333333333331,0.5,0.21739130434782608,0.0
UT Yadav,2016-05-04,Eden Gardens,Kolkata Knight Riders,1.8,2.966666666666667,0.75,1.155844155844156,0.0
Shakib Al Hasan,2016-05-04,Eden Gardens,Kolkata Knight Riders,0.4,3.666666666666667,1.3846153846153846,1.25,1.0
AR Patel,2016-05-04,Eden Gardens,Kings XI Punjab,1.4,3.2,1.5,1.0789473684210527,0.0
Gurkeerat Singh,2016-05-04,Eden Gardens,Kings XI Punjab,0.75,2.625,2.0,0.75,2.0
M Morkel,2016-05-04,Eden Gardens,Kolkata Knight Riders,1.2,3.9666666666666672,1.8333333333333333,1.3125,0.0
MP Stoinis,2016-05-04,Eden Gardens,Kings XI Punjab,1.0,3.0,0.5714285714285714,1.0,3.0
Imran Tahir,2016-05-05,Feroz Shah Kotla,Delhi Daredevils,1.0,3.633333333333333,1.5555555555555556,1.6111111111111112,0.0
NLTC Perera,2016-05-05,Feroz Shah Kotla,Rising Pune Supergiants,1.8,4.000000000000001,0.6666666666666666,1.1612903225806452,0.0
J Yadav,2016-05-05,Feroz Shah Kotla,Delhi Daredevils,0.75,2.791666666666667,1.0,0.75,1.0
Mohammed Shami,2016-05-05,Feroz Shah Kotla,Delhi Daredevils,1.4,3.7333333333333334,0.42857142857142855,0.8947368421052632,1.0
CR Brathwaite,2016-05-05,Feroz Shah Kotla,Delhi Daredevils,1.25,3.125,2.0,1.25,0.0
