match_id,date,batsman,venue,batting_team,team1,team2,runs,balls,wickets,opponent,runs_last_5,runs_last_10,runs_last_5_std,runs_diff_last_match,matches_played,target_runs,strike_rate,sr_last_5,venue_avg_runs,opp_avg_runs
11310,2019-06-04,DA Warner,Rajiv Gandhi Intl. Cricket Stadium,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,17,14,14,Mumbai Indians,37.0,34.4,28.124722220850465,-35.0,35,74.0,1.2142857142857142,1.2024892226394104,17.0,39.333333333333336
11151,2019-03-04,DJ Bravo,Wankhede Stadium,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,13,10,10,Mumbai Indians,19.8,14.1,28.17268180347764,-11.0,20,1.0,1.3,1.516470588235294,41.0,41.0
11346,2019-05-05,DJ Bravo,IS Bindra Stadium,Chennai Super Kings,Chennai Super Kings,Kings XI Punjab,1,1,1,Kings XI Punjab,22.0,15.3,26.83281572999748,12.0,21,4.0,1.0,1.576470588235294,1.0,1.0
11414,2019-10-05,DJ Bravo,ACA-VDCA Stadium,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,4,1,1,Delhi Capitals,19.2,13.9,28.42885857715712,-12.0,22,15.0,4.0,1.6,4.0,4.0
46,2017-07-05,DR Smith,"Punjab Cricket Association IS Bindra Stadium, Mohali",Gujarat Lions,Kings XI Punjab,Gujarat Lions,74,39,39,Kings XI Punjab,10.4,15.2,11.126544836560898,9.0,20,37.0,1.8974358974358971,0.970718462823726,74.0,44.5
6,2017-09-04,DR Smith,"Rajiv Gandhi International Stadium, Uppal",Gujarat Lions,Gujarat Lions,Sunrisers Hyderabad,37,27,27,Sunrisers Hyderabad,22.2,19.2,30.91439794011845,65.0,21,8.0,1.3703703703703705,1.135919928025191,19.0,21.666666666666668
478,2014-02-05,G Gambhir,JSCA International Stadium Complex,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,6,6,6,Chennai Super Kings,33.6,28.5,19.654516020497685,9.0,20,54.0,1.0,1.0823226544622426,10.0,6.0
482,2014-05-05,G Gambhir,"Sardar Patel Stadium, Motera",Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,54,34,34,Rajasthan Royals,30.4,22.7,23.028243528328428,-17.0,21,69.0,1.588235294117647,1.0910183066361556,54.0,29.33333333333333
485,2014-07-05,G Gambhir,Feroz Shah Kotla,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,69,56,56,Delhi Daredevils,31.2,28.1,23.931151246858143,48.0,22,63.0,1.2321428571428572,1.1912740611118589,69.0,40.0
491,2014-11-05,G Gambhir,Barabati Stadium,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,63,47,47,Kings XI Punjab,33.2,30.9,27.04995378923964,15.0,23,12.0,1.3404255319148937,1.1811808934099957,63.0,34.4
550,2015-02-05,G Gambhir,M Chinnaswamy Stadium,Kolkata Knight Riders,Kolkata Knight Riders,Royal Challengers Bangalore,12,10,10,Royal Challengers Bangalore,43.0,36.0,27.230497608380208,-6.0,24,31.0,1.2,1.2742659997929742,34.833333333333336,36.85714285714285
555,2015-04-05,G Gambhir,Eden Gardens,Kolkata Knight Riders,Kolkata Knight Riders,Sunrisers Hyderabad,31,23,23,Sunrisers Hyderabad,40.8,37.2,29.59222870957847,-51.0,25,12.0,1.3478260869565215,1.2721607366350796,29.666666666666668,31.0
545,2015-07-05,G Gambhir,Eden Gardens,Kolkata Knight Riders,Kolkata Knight Riders,Delhi Daredevils,12,11,11,Delhi Daredevils,45.8,38.1,23.78444870077926,19.0,26,57.0,1.0909090909090908,1.341725954026384,29.666666666666668,40.0
518,2015-08-04,G Gambhir,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,57,44,44,Mumbai Indians,37.4,34.3,27.318491905667123,-19.0,27,24.0,1.2954545454545454,1.2422607133846726,29.666666666666668,19.0
560,2015-09-05,G Gambhir,Eden Gardens,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,24,23,23,Kings XI Punjab,35.0,34.1,24.197107265125727,45.0,28,58.0,1.0434782608695652,1.2549230510470104,29.666666666666668,34.4
522,2015-11-04,G Gambhir,Eden Gardens,Kolkata Knight Riders,Kolkata Knight Riders,Royal Challengers Bangalore,58,48,48,Royal Challengers Bangalore,27.2,35.1,18.53914776897795,-33.0,29,37.0,1.2083333333333333,1.1955335968379448,29.666666666666668,36.85714285714285
606,2016-02-05,G Gambhir,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,37,33,33,Royal Challengers Bangalore,36.4,38.6,20.427922067601497,34.0,30,54.0,1.121212121212121,1.1972002635046113,34.833333333333336,36.85714285714285
608,2016-04-05,G Gambhir,Eden Gardens,Kolkata Knight Riders,Kolkata Knight Riders,Kings XI Punjab,54,45,45,Kings XI Punjab,37.6,41.7,20.20643461870501,-21.0,31,5.0,1.2,1.1518774703557313,29.666666666666668,34.4
614,2016-08-05,G Gambhir,Eden Gardens,Kolkata Knight Riders,Kolkata Knight Riders,Gujarat Lions,5,6,6,Gujarat Lions,46.0,41.7,14.94991638772606,17.0,32,38.0,0.8333333333333334,1.173695652173913,29.666666666666668,40.5
578,2016-10-04,G Gambhir,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,38,43,43,Delhi Daredevils,35.6,35.3,21.870070873227647,-49.0,33,24.0,0.8837209302325582,1.0812714097496705,29.666666666666668,40.0
40,2017-03-05,G Gambhir,Eden Gardens,Kolkata Knight Riders,Kolkata Knight Riders,Rising Pune Supergiant,24,19,19,Rising Pune Supergiant,38.4,32.8,20.8877954796575,33.0,34,76.0,1.263157894736842,1.049319943622269,29.666666666666668,24.0
3,2017-07-04,G Gambhir,Saurashtra Cricket Association Stadium,Kolkata Knight Riders,Gujarat Lions,Kolkata Knight Riders,76,50,50,Gujarat Lions,31.6,34.0,18.28387267512001,-14.0,35,14.0,1.52,1.060284855902971,76.0,40.5
45,2017-07-05,G Gambhir,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,14,16,16,Royal Challengers Bangalore,39.4,38.5,27.272696969680137,52.0,36,19.0,0.875,1.1400424316605466,34.833333333333336,36.85714285714285
7,2017-09-04,G Gambhir,Wankhede Stadium,Kolkata Knight Riders,Kolkata Knight Riders,Mumbai Indians,19,13,13,Mumbai Indians,31.4,38.7,27.781288667014717,-62.0,37,8.0,1.4615384615384617,1.0750424316605467,9.5,19.0
48,2017-09-05,G Gambhir,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,8,18,18,Kings XI Punjab,34.2,34.9,25.02398849104595,5.0,38,56.0,0.4444444444444444,1.2006834573015723,8.0,34.4
441,2013-12-05,JH Kallis,JSCA International Stadium Complex,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,41,47,47,Royal Challengers Bangalore,15.0,21.6,14.142135623730963,14.0,20,4.0,0.8723404255319149,0.6397031039136303,22.5,26.33333333333333
478,2014-02-05,JH Kallis,JSCA International Stadium Complex,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,4,6,6,Chennai Super Kings,16.6,25.2,16.8760184877832,25.0,21,10.0,0.6666666666666666,0.5941711890200132,22.5,4.0
617,2016-11-05,KA Pollard,M Chinnaswamy Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,35,23,23,Royal Challengers Bangalore,16.4,14.5,19.86957473123167,-10.0,20,17.0,1.5217391304347827,0.838040293040293,25.0,29.0
37,2017-01-05,KA Pollard,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,17,13,13,Royal Challengers Bangalore,23.2,18.0,19.0840247327444,34.0,21,27.0,1.3076923076923077,1.0923881191272495,25.692307692307693,29.0
2,2017-06-04,KA Pollard,Maharashtra Cricket Association Stadium,Mumbai Indians,Mumbai Indians,Rising Pune Supergiant,27,17,17,Rising Pune Supergiant,16.8,19.1,12.497999839974394,-18.0,22,63.0,1.588235294117647,0.9455932473323776,27.0,27.0
44,2017-06-05,KA Pollard,Feroz Shah Kotla,Mumbai Indians,Mumbai Indians,Delhi Daredevils,63,38,38,Delhi Daredevils,18.2,19.4,13.311649033834987,10.0,23,5.0,1.6578947368421053,1.0727641156797163,63.0,44.5
47,2017-08-05,KA Pollard,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,Mumbai Indians,Sunrisers Hyderabad,5,11,11,Sunrisers Hyderabad,28.6,25.0,23.03909720453473,36.0,24,17.0,0.4545454545454545,1.2351122938173684,13.0,17.428571428571427
7,2017-09-04,KA Pollard,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,17,17,17,Kolkata Knight Riders,29.4,22.9,21.881499034572563,-58.0,25,50.0,1.0,1.3060213847264597,25.692307692307693,17.0
50,2017-11-05,KA Pollard,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,Mumbai Indians,50,26,26,Kings XI Punjab,25.8,24.5,22.20810662798609,12.0,26,11.0,1.9230769230769231,1.2016735586395029,25.692307692307693,41.0
10,2017-12-04,KA Pollard,Wankhede Stadium,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,11,11,11,Sunrisers Hyderabad,32.4,24.6,23.78655082184048,33.0,27,15.0,1.0,1.3247504817164262,25.692307692307693,17.428571428571427
7924,2018-01-05,KA Pollard,M Chinnaswamy Stadium,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,15,15,15,Royal Challengers Bangalore,29.2,23.7,25.69435735720977,-39.0,28,28.0,1.0,1.2071034228928963,25.0,29.0
7900,2018-12-04,KA Pollard,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,Mumbai Indians,Sunrisers Hyderabad,28,23,23,Sunrisers Hyderabad,19.6,24.1,17.60113632695344,4.0,29,12.0,1.2173913043478262,1.0755244755244755,13.0,17.428571428571427
11342,2019-02-05,KA Pollard,Wankhede Stadium,Mumbai Indians,Mumbai Indians,Sunrisers Hyderabad,12,10,10,Sunrisers Hyderabad,24.2,26.8,15.738487856207788,13.0,30,20.0,1.2,1.2280936454849498,25.692307692307693,17.428571428571427
11151,2019-03-04,KA Pollard,Wankhede Stadium,Mumbai Indians,Mumbai Indians,Chennai Super Kings,20,9,9,Chennai Super Kings,23.2,24.5,16.452963258939103,-16.0,31,49.0,2.2222222222222223,1.2680936454849498,25.692307692307693,7.0
11310,2019-06-04,KA Pollard,Rajiv Gandhi Intl. Cricket Stadium,Mumbai Indians,Mumbai Indians,Sunrisers Hyderabad,49,28,28,Sunrisers Hyderabad,17.2,24.8,6.978538528947163,8.0,32,87.0,1.75,1.3279227053140097,49.0,17.428571428571427
11315,2019-10-04,KA Pollard,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,Mumbai Indians,87,33,33,Kings XI Punjab,24.8,27.0,14.822280526288797,29.0,33,41.0,2.636363636363636,1.4779227053140098,25.692307692307693,41.0
489,2014-10-05,KD Karthik,Feroz Shah Kotla,Delhi Daredevils,Delhi Daredevils,Sunrisers Hyderabad,39,30,30,Sunrisers Hyderabad,40.4,35.6,29.854647879350377,-15.0,20,23.0,1.3,1.2333972197574683,40.6,17.25
554,2015-04-05,KD Karthik,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,23,20,20,Chennai Super Kings,31.0,39.5,16.170961628796224,3.0,21,8.0,1.15,1.142376811594203,29.0,32.57142857142857
557,2015-06-05,KD Karthik,M Chinnaswamy Stadium,Royal Challengers Bangalore,Royal Challengers Bangalore,Kings XI Punjab,8,3,3,Kings XI Punjab,32.2,35.8,15.05656003209232,-16.0,22,6.0,2.6666666666666665,1.2363768115942029,34.0,26.5
522,2015-11-04,KD Karthik,Eden Gardens,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,6,8,8,Kolkata Knight Riders,31.4,34.3,16.440802900101925,-15.0,23,2.0,0.75,1.6197101449275362,29.8,34.8
604,2016-01-05,KD Karthik,Saurashtra Cricket Association Stadium,Gujarat Lions,Kings XI Punjab,Gujarat Lions,2,5,5,Kings XI Punjab,22.4,31.2,15.306861206661535,-2.0,24,53.0,0.4,1.4863768115942029,34.0,26.5
607,2016-03-05,KD Karthik,Saurashtra Cricket Association Stadium,Gujarat Lions,Gujarat Lions,Delhi Daredevils,53,43,43,Delhi Daredevils,15.6,28.0,15.306861206661535,-4.0,25,0.0,1.2325581395348837,1.2533333333333334,34.0,61.0
610,2016-06-05,KD Karthik,"Rajiv Gandhi International Stadium, Uppal",Gujarat Lions,Gujarat Lions,Sunrisers Hyderabad,0,3,3,Sunrisers Hyderabad,18.4,24.7,20.9117192023994,51.0,26,51.0,0.0,1.23984496124031,10.0,17.25
614,2016-08-05,KD Karthik,Eden Gardens,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,51,29,29,Kolkata Knight Riders,13.8,23.0,22.14046069981381,-53.0,27,41.0,1.7586206896551724,1.0098449612403102,29.8,34.8
579,2016-11-04,KD Karthik,"Punjab Cricket Association IS Bindra Stadium, Mohali",Gujarat Lions,Kings XI Punjab,Gujarat Lions,41,26,26,Kings XI Punjab,22.4,26.9,27.116415692344,51.0,28,29.0,1.5769230769230769,0.8282357658380113,38.0,26.5
38,2017-01-05,KD Karthik,Maharashtra Cricket Association Stadium,Gujarat Lions,Gujarat Lions,Rising Pune Supergiant,29,26,26,Rising Pune Supergiant,29.4,25.9,26.330590574463,-10.0,29,65.0,1.1153846153846154,0.9936203812226264,29.0,29.0
41,2017-04-05,KD Karthik,Feroz Shah Kotla,Gujarat Lions,Gujarat Lions,Delhi Daredevils,65,36,36,Delhi Daredevils,34.8,25.2,21.66102490649969,-12.0,30,47.0,1.805555555555556,1.1366973042995496,40.6,61.0
3,2017-07-04,KD Karthik,Saurashtra Cricket Association Stadium,Gujarat Lions,Gujarat Lions,Kolkata Knight Riders,47,25,25,Kolkata Knight Riders,37.2,27.8,24.6414285300183,36.0,31,35.0,1.88,1.251296787503684,34.0,34.8
46,2017-07-05,KD Karthik,"Punjab Cricket Association IS Bindra Stadium, Mohali",Gujarat Lions,Kings XI Punjab,Gujarat Lions,35,23,23,Kings XI Punjab,46.6,30.2,13.221195104830723,-18.0,32,30.0,1.5217391304347827,1.627296787503684,38.0,26.5
6,2017-09-04,KD Karthik,"Rajiv Gandhi International Stadium, Uppal",Gujarat Lions,Gujarat Lions,Sunrisers Hyderabad,30,32,32,Sunrisers Hyderabad,43.4,32.9,13.813037319865602,-12.0,33,40.0,0.9375,1.579920475659606,10.0,17.25
49,2017-10-05,KD Karthik,Green Park,Gujarat Lions,Gujarat Lions,Delhi Daredevils,40,29,29,Delhi Daredevils,41.2,35.3,15.10629008062535,-5.0,34,48.0,1.3793103448275863,1.4520358602749908,40.0,61.0
7926,2018-03-05,KD Karthik,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,48,20,20,Chennai Super Kings,43.4,39.1,13.612494260788502,10.0,35,40.0,2.4,1.5048210061635847,29.8,32.57142857142857
7930,2018-06-05,KD Karthik,Wankhede Stadium,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,40,26,26,Mumbai Indians,40.0,38.6,7.713624310270745,8.0,36,39.0,1.5384615384615383,1.623709895052474,37.4,16.333333333333332
7896,2018-08-04,KD Karthik,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,39,32,32,Royal Challengers Bangalore,38.6,42.6,6.6932802122725885,-8.0,37,5.0,1.21875,1.5554022027447814,29.8,39.66666666666666
7934,2018-09-05,KD Karthik,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,5,3,3,Mumbai Indians,39.4,41.4,6.38748776906851,-1.0,38,27.0,1.6666666666666667,1.494804376657825,29.8,16.333333333333332
7898,2018-10-04,KD Karthik,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,Kolkata Knight Riders,Chennai Super Kings,27,26,26,Chennai Super Kings,34.4,37.8,16.83151805393678,-34.0,39,51.0,1.0384615384615383,1.6406377099911584,29.0,32.57142857142857
7937,2018-12-05,KD Karthik,Holkar Cricket Stadium,Kolkata Knight Riders,Kolkata Knight Riders,Kings XI Punjab,51,24,24,Kings XI Punjab,31.8,37.6,16.754103974847467,22.0,40,22.0,2.125,1.5724679487179487,51.0,26.5
11343,2019-03-05,KD Karthik,IS Bindra Stadium,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,22,10,10,Kings XI Punjab,32.4,36.2,17.515707236649046,24.0,41,20.0,2.2,1.5174679487179488,22.0,26.5
11153,2019-05-04,KD Karthik,M. Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,20,15,15,Royal Challengers Bangalore,28.8,33.7,17.41263908774312,-29.0,42,4.0,1.3333333333333333,1.649775641025641,20.0,39.66666666666666
11347,2019-05-05,KD Karthik,Wankhede Stadium,Kolkata Knight Riders,Kolkata Knight Riders,Mumbai Indians,4,10,10,Mumbai Indians,25.0,32.2,16.688319268278622,-2.0,43,19.0,0.4,1.672692307692308,37.4,16.333333333333332
11314,2019-09-04,KD Karthik,M. A. Chidambaram Stadium,Kolkata Knight Riders,Kolkata Knight Riders,Chennai Super Kings,19,22,22,Chennai Super Kings,24.8,29.6,16.991174179555674,-16.0,44,2.0,0.8636363636363636,1.4193589743589743,19.0,32.57142857142857
520,2015-10-04,M Vijay,Maharashtra Cricket Association Stadium,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,37,35,35,Rajasthan Royals,25.6,28.0,14.43260198301055,26.0,20,24.0,1.0571428571428572,1.0219969278033794,37.0,35.0
564,2015-11-05,M Vijay,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,24,18,18,Sunrisers Hyderabad,26.0,31.2,14.781745499094484,9.0,21,35.0,1.3333333333333333,1.0076190476190476,26.5,26.5
524,2015-12-04,M Vijay,Wankhede Stadium,Kings XI Punjab,Kings XI Punjab,Mumbai Indians,35,29,29,Mumbai Indians,26.0,30.7,14.781745499094484,-13.0,22,55.0,1.206896551724138,1.0342857142857145,35.0,26.33333333333333
604,2016-01-05,M Vijay,Saurashtra Cricket Association Stadium,Kings XI Punjab,Kings XI Punjab,Gujarat Lions,55,42,42,Gujarat Lions,25.2,29.2,13.98928161129084,11.0,23,6.0,1.3095238095238095,1.052807881773399,55.0,48.5
608,2016-04-05,M Vijay,Eden Gardens,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,6,12,12,Kolkata Knight Riders,35.8,29.2,11.945710527214365,20.0,24,25.0,0.5,1.248045977011494,17.0,19.33333333333333
612,2016-07-05,M Vijay,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Kings XI Punjab,Delhi Daredevils,25,16,16,Delhi Daredevils,31.4,28.5,18.03607496103296,-49.0,25,89.0,1.5625,1.0813793103448277,52.0,25.0
615,2016-09-05,M Vijay,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,89,59,59,Royal Challengers Bangalore,29.0,27.5,17.902513789968157,19.0,26,42.0,1.5084745762711864,1.1824507389162562,52.0,45.5
579,2016-11-04,M Vijay,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Kings XI Punjab,Gujarat Lions,42,34,34,Gujarat Lions,42.0,34.0,31.670175244226236,64.0,27,26.0,1.2352941176470589,1.2174789875038268,52.0,48.5
45,2017-07-05,MK Pandey,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,4,3,3,Royal Challengers Bangalore,16.6,23.6,14.223220451079284,22.0,20,81.0,1.3333333333333333,0.92125,6.0,9.8
7,2017-09-04,MK Pandey,Wankhede Stadium,Kolkata Knight Riders,Kolkata Knight Riders,Mumbai Indians,81,48,48,Mumbai Indians,12.8,20.4,14.618481453283716,-33.0,21,18.0,1.6875,0.88125,76.5,44.0
48,2017-09-05,MK Pandey,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,18,23,23,Kings XI Punjab,27.4,25.2,33.23100961451518,77.0,22,22.0,0.782608695652174,1.0854166666666667,18.0,23.75
7929,2018-05-05,MK Pandey,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,22,18,18,Delhi Daredevils,31.0,24.8,30.372685096974884,-63.0,23,5.0,1.2222222222222223,1.2419384057971017,12.666666666666666,19.666666666666668
7932,2018-07-05,MK Pandey,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Sunrisers Hyderabad,Royal Challengers Bangalore,5,7,7,Royal Challengers Bangalore,32.4,23.0,29.60236477040306,4.0,24,11.0,0.7142857142857143,1.236382850241546,12.666666666666666,9.8
7900,2018-12-04,MK Pandey,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,11,8,8,Mumbai Indians,26.0,21.3,31.74114049620776,-17.0,25,72.0,1.375,1.1479899930986888,12.666666666666666,44.0
11342,2019-02-05,MK Pandey,Wankhede Stadium,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,72,47,47,Mumbai Indians,27.4,20.1,30.664311503766072,6.0,26,10.0,1.5319148936170213,1.156323326432022,76.5,44.0
11152,2019-04-04,MK Pandey,Feroz Shah Kotla Ground,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,10,13,13,Delhi Capitals,25.6,26.5,26.745093007877166,61.0,27,9.0,0.7692307692307693,1.1252063051554264,10.0,10.0
11345,2019-04-05,MK Pandey,M. Chinnaswamy Stadium,Sunrisers Hyderabad,Sunrisers Hyderabad,Royal Challengers Bangalore,9,12,12,Royal Challengers Bangalore,24.0,27.5,27.54087870784083,-62.0,28,16.0,0.75,1.1225307198711456,9.0,9.8
11310,2019-06-04,MK Pandey,Rajiv Gandhi Intl. Cricket Stadium,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,16,21,21,Mumbai Indians,21.4,26.9,28.37780823108085,-1.0,29,19.0,0.7619047619047619,1.0280862754267008,16.0,44.0
11313,2019-08-04,MK Pandey,IS Bindra Stadium,Sunrisers Hyderabad,Sunrisers Hyderabad,Kings XI Punjab,19,15,15,Kings XI Punjab,23.6,24.8,27.190071717448635,7.0,30,33.0,1.2666666666666666,1.0376100849505103,19.0,23.75
486,2014-07-05,MS Dhoni,Barabati Stadium,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,23,20,20,Kings XI Punjab,18.2,16.4,19.954949260772374,-10.0,20,22.0,1.15,1.4788235294117646,23.0,15.8
490,2014-10-05,MS Dhoni,Wankhede Stadium,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,22,15,15,Mumbai Indians,12.6,17.6,9.787747442593725,11.0,21,20.0,1.4666666666666666,1.3688235294117646,12.75,23.88888888888889
551,2015-02-05,MS Dhoni,"Rajiv Gandhi International Stadium, Uppal",Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,20,16,16,Sunrisers Hyderabad,16.2,18.8,9.1214034007931,-1.0,22,29.0,1.25,1.3954901960784312,18.33333333333333,27.6
554,2015-04-05,MS Dhoni,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Chennai Super Kings,Royal Challengers Bangalore,29,18,18,Royal Challengers Bangalore,19.8,16.8,4.494441010848842,-2.0,23,39.0,1.6111111111111112,1.512156862745098,31.666666666666668,28.25
559,2015-08-05,MS Dhoni,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Chennai Super Kings,Mumbai Indians,39,32,32,Mumbai Indians,21.2,19.5,6.140032573203498,9.0,24,30.0,1.21875,1.5755555555555554,31.666666666666668,23.88888888888889
519,2015-09-04,MS Dhoni,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Chennai Super Kings,Delhi Daredevils,30,27,27,Delhi Daredevils,26.6,22.4,7.700649323271381,10.0,25,13.0,1.1111111111111112,1.3393055555555555,31.666666666666668,17.571428571428573
563,2015-10-05,MS Dhoni,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Chennai Super Kings,Rajasthan Royals,13,7,7,Rajasthan Royals,28.0,20.3,7.516648189186451,-9.0,26,53.0,1.8571428571428568,1.3315277777777776,31.666666666666668,24.0
521,2015-11-04,MS Dhoni,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Chennai Super Kings,Sunrisers Hyderabad,53,29,29,Sunrisers Hyderabad,26.2,21.2,9.98498873309329,-17.0,27,27.0,1.827586206896552,1.409623015873016,31.666666666666668,27.6
565,2015-12-05,MS Dhoni,Shaheed Veer Narayan Singh International Stadium,Chennai Super Kings,Chennai Super Kings,Delhi Daredevils,27,24,24,Delhi Daredevils,32.8,26.3,14.669696656713798,40.0,28,24.0,1.125,1.5251402572523265,27.0,17.571428571428573
605,2016-01-05,MS Dhoni,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,Rising Pune Supergiants,Mumbai Indians,24,25,25,Mumbai Indians,32.4,26.8,14.825653442597396,-26.0,29,27.0,0.96,1.427918035030104,21.6,23.88888888888889
609,2016-05-05,MS Dhoni,Feroz Shah Kotla,Rising Pune Supergiants,Delhi Daredevils,Rising Pune Supergiants,27,20,20,Delhi Daredevils,29.4,28.0,14.67310464761974,-3.0,30,9.0,1.35,1.376168035030104,13.75,17.571428571428573
611,2016-07-05,MS Dhoni,M Chinnaswamy Stadium,Rising Pune Supergiants,Rising Pune Supergiants,Royal Challengers Bangalore,9,9,9,Royal Challengers Bangalore,28.8,28.4,14.70374102057024,3.0,31,30.0,1.0,1.423945812807882,9.0,28.25
616,2016-10-05,MS Dhoni,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Rising Pune Supergiants,Sunrisers Hyderabad,Rising Pune Supergiants,30,20,20,Sunrisers Hyderabad,28.0,27.1,15.84297951775486,-18.0,32,26.0,1.5,1.2525172413793104,30.0,27.6
38,2017-01-05,MS Dhoni,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,Gujarat Lions,Rising Pune Supergiant,26,35,35,Gujarat Lions,23.4,28.1,8.324662155306964,21.0,33,5.0,0.7428571428571429,1.187,21.6,26.0
40,2017-03-05,MS Dhoni,Eden Gardens,Rising Pune Supergiant,Kolkata Knight Riders,Rising Pune Supergiant,5,9,9,Kolkata Knight Riders,23.2,27.8,8.228000972289685,-4.0,34,12.0,0.5555555555555556,1.1105714285714283,24.0,24.5
2,2017-06-04,MS Dhoni,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,Mumbai Indians,Rising Pune Supergiant,12,12,12,Mumbai Indians,19.4,24.4,11.502173707608488,-21.0,35,31.0,1.0,1.0296825396825398,21.6,23.88888888888889
43,2017-06-05,MS Dhoni,"Rajiv Gandhi International Stadium, Uppal",Rising Pune Supergiant,Rising Pune Supergiant,Sunrisers Hyderabad,31,23,23,Sunrisers Hyderabad,16.4,22.6,10.96813566655701,7.0,36,5.0,1.3478260869565215,0.9596825396825396,18.33333333333333,27.6
4,2017-08-04,MS Dhoni,Holkar Cricket Stadium,Rising Pune Supergiant,Rising Pune Supergiant,Kings XI Punjab,5,13,13,Kings XI Punjab,20.8,24.4,11.64903429473877,19.0,37,11.0,0.3846153846153846,1.029247757073844,5.0,15.8
