batter,date,venue,bowling_team,recent_wicket_rate,venue_wicket_rate,opponent_wicket_rate,career_wicket_rate,strike_rate,future_wicket
SK Raina,2011-04-08,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,0.8333333333333334,0.8478260869565217,0.8260869565217391,0.8391959798994975,27.804020100502512,1
JH Kallis,2011-04-08,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,1.1666666666666667,1.1666666666666667,1.0,0.9468085106382979,25.71276595744681,1
MS Dhoni,2011-04-08,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,0.8333333333333334,0.8372093023255814,0.5357142857142857,0.6519823788546255,22.986784140969164,1
R Bhatia,2011-04-08,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0.8333333333333334,0.5,0.75,0.6086956521739131,7.086956521739131,1
MK Tiwary,2011-04-08,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,1.0,0.75,0.7272727272727273,0.7317073170731707,20.24390243902439,0
JA Morkel,2011-04-08,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,0.5,0.68,0.0,0.5909090909090909,14.530303030303031,1
MS Bisla,2011-04-08,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,1.0,1.0,1.0,0.9473684210526315,20.55263157894737,1
G Gambhir,2011-04-08,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0.8333333333333334,0.8571428571428571,0.875,0.8933333333333333,28.086666666666666,1
YK Pathan,2011-04-08,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0.6666666666666666,0.7142857142857143,0.7894736842105263,0.7236842105263158,21.17763157894737,1
V Kohli,2011-04-09,Nehru Stadium,Kochi Tuskers Kerala,1.1666666666666667,1.0,0.5,0.8930041152263375,32.84362139917695,1
BB McCullum,2011-04-09,Nehru Stadium,Royal Challengers Bangalore,0.6666666666666666,1.0,0.8666666666666667,0.9722222222222222,26.63888888888889,1
BJ Hodge,2011-04-09,Nehru Stadium,Royal Challengers Bangalore,1.0,0.8,1.0,0.7419354838709677,22.112903225806452,1
A Mishra,2011-04-09,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,0.5,0.42857142857142855,0.7142857142857143,0.5555555555555556,6.703703703703703,0
I Sharma,2011-04-09,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,0.6666666666666666,0.3333333333333333,0.25,0.35,2.85,0
VVS Laxman,2011-04-09,Nehru Stadium,Royal Challengers Bangalore,0.6666666666666666,1.0,1.0,0.8421052631578947,14.421052631578947,1
PA Patel,2011-04-09,Nehru Stadium,Royal Challengers Bangalore,1.0,0.8,0.8125,0.9333333333333333,21.096296296296295,1
R Dravid,2011-04-09,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,0.6666666666666666,1.0,0.9090909090909091,0.9382716049382716,26.308641975308642,1
DW Steyn,2011-04-09,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,1.0,0.6666666666666666,0.4,0.6875,5.1875,1
JP Duminy,2011-04-09,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,0.6666666666666666,0.875,0.7777777777777778,0.6621621621621622,27.243243243243242,1
DB Ravi Teja,2011-04-09,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,0.6666666666666666,0.8181818181818182,0.6666666666666666,0.7916666666666666,15.208333333333334,1
DPMD Jayawardene,2011-04-09,Nehru Stadium,Royal Challengers Bangalore,0.8333333333333334,0.8,0.5555555555555556,0.8181818181818182,23.2987012987013,1
S Dhawan,2011-04-09,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,1.0,0.8717948717948718,0.9166666666666666,0.8772727272727273,30.704545454545453,0
SS Tiwary,2011-04-09,Nehru Stadium,Kochi Tuskers Kerala,0.8333333333333334,1.0,1.0,0.6805555555555556,20.541666666666668,0
LRPL Taylor,2011-04-09,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,0.3333333333333333,0.5,0.6666666666666666,0.7547169811320755,19.11320754716981,0
KC Sangakkara,2011-04-09,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,1.0,1.0,1.0,1.0149253731343284,25.134328358208954,1
RA Jadeja,2011-04-09,Nehru Stadium,Royal Challengers Bangalore,0.8333333333333334,0.6,0.6086956521739131,0.6368715083798883,16.29608938547486,1
AB de Villiers,2011-04-09,Nehru Stadium,Kochi Tuskers Kerala,1.0,0.0,0.0,0.7337278106508875,30.59171597633136,1
TM Dilshan,2011-04-09,Nehru Stadium,Kochi Tuskers Kerala,1.0,1.0,0.5,0.8163265306122449,23.26530612244898,0
AB Dinda,2011-04-10,Feroz Shah Kotla,Mumbai Indians,0.8333333333333334,1.0,0.5,0.5333333333333333,1.2666666666666666,0
DA Warner,2011-04-10,Feroz Shah Kotla,Mumbai Indians,1.0,0.8846153846153846,0.7727272727272727,0.8907103825136612,35.87978142076503,1
KD Karthik,2011-04-10,Dr DY Patil Sports Academy,Pune Warriors,1.0,1.0,1.1666666666666667,0.8103448275862069,20.82758620689655,0
NV Ojha,2011-04-10,Feroz Shah Kotla,Mumbai Indians,1.0,0.75,0.75,0.7849462365591398,16.698924731182796,1
R McLaren,2011-04-10,Dr DY Patil Sports Academy,Pune Warriors,0.5,0.0,0.0,0.5833333333333334,13.166666666666666,1
M Manhas,2011-04-10,Dr DY Patil Sports Academy,Kings XI Punjab,0.6666666666666666,1.0,0.6666666666666666,0.6216216216216216,13.864864864864865,1
AM Nayar,2011-04-10,Dr DY Patil Sports Academy,Pune Warriors,0.8333333333333334,0.8333333333333334,1.0,0.7959183673469388,13.489795918367347,1
GC Smith,2011-04-10,Dr DY Patil Sports Academy,Kings XI Punjab,1.1666666666666667,1.0,1.0,1.0357142857142858,26.178571428571427,1
JD Ryder,2011-04-10,Dr DY Patil Sports Academy,Kings XI Punjab,1.0,1.0,0.8333333333333334,1.0,20.785714285714285,1
Yuvraj Singh,2011-04-10,Dr DY Patil Sports Academy,Kings XI Punjab,0.6666666666666666,0.5714285714285714,0.8,0.864,22.0,1
V Sehwag,2011-04-10,Feroz Shah Kotla,Mumbai Indians,0.8333333333333334,0.8484848484848485,0.9230769230769231,0.941747572815534,26.466019417475728,1
AT Rayudu,2011-04-10,Feroz Shah Kotla,Delhi Daredevils,0.8333333333333334,0.8571428571428571,0.75,0.8206521739130435,23.527173913043477,0
SE Marsh,2011-04-10,Dr DY Patil Sports Academy,Pune Warriors,0.8333333333333334,1.0,0.6666666666666666,0.9411764705882353,36.455882352941174,1
IK Pathan,2011-04-10,Feroz Shah Kotla,Mumbai Indians,0.5,0.6111111111111112,0.7272727272727273,0.6419753086419753,14.17283950617284,0
P Kumar,2011-04-10,Dr DY Patil Sports Academy,Pune Warriors,0.6666666666666666,1.0,0.3333333333333333,0.5892857142857143,6.053571428571429,0
RE van der Merwe,2011-04-10,Feroz Shah Kotla,Mumbai Indians,0.8333333333333334,0.3333333333333333,0.5,0.7857142857142857,10.357142857142858,0
RV Uthappa,2011-04-10,Dr DY Patil Sports Academy,Kings XI Punjab,0.6666666666666666,0.7272727272727273,1.0,0.9336734693877551,25.270408163265305,1
RG Sharma,2011-04-10,Feroz Shah Kotla,Delhi Daredevils,0.8333333333333334,1.0,0.9565217391304348,0.924,26.248,0
AC Gilchrist,2011-04-10,Dr DY Patil Sports Academy,Pune Warriors,1.0,0.8333333333333334,0.8333333333333334,0.9493670886075949,26.126582278481013,1
Y Venugopal Rao,2011-04-10,Feroz Shah Kotla,Mumbai Indians,1.0,0.8,1.0,0.803921568627451,18.784313725490197,1
PP Chawla,2011-04-10,Dr DY Patil Sports Academy,Pune Warriors,0.8333333333333334,1.0,0.6666666666666666,0.6705882352941176,7.329411764705882,1
SR Tendulkar,2011-04-10,Feroz Shah Kotla,Delhi Daredevils,0.6666666666666666,1.0,0.9,0.9090909090909091,29.818181818181817,0
G Gambhir,2011-04-11,Eden Gardens,Deccan Chargers,0.8333333333333334,0.8723404255319149,1.0,0.8933333333333333,28.086666666666666,0
A Mishra,2011-04-11,Eden Gardens,Kolkata Knight Riders,0.3333333333333333,0.6,0.375,0.5555555555555556,6.703703703703703,1
JH Kallis,2011-04-11,Eden Gardens,Deccan Chargers,1.1666666666666667,1.0,1.0909090909090908,0.9468085106382979,25.71276595744681,1
YK Pathan,2011-04-11,Eden Gardens,Deccan Chargers,0.6666666666666666,0.7073170731707317,0.8888888888888888,0.7236842105263158,21.17763157894737,1
KC Sangakkara,2011-04-11,Eden Gardens,Kolkata Knight Riders,1.0,1.0,1.0,1.0149253731343284,25.134328358208954,1
S Dhawan,2011-04-11,Eden Gardens,Kolkata Knight Riders,0.8333333333333334,0.8,0.9354838709677419,0.8772727272727273,30.704545454545453,1
MK Tiwary,2011-04-11,Eden Gardens,Deccan Chargers,0.8333333333333334,0.7916666666666666,0.5,0.7317073170731707,20.24390243902439,0
I Sharma,2011-04-11,Eden Gardens,Kolkata Knight Riders,0.5,0.25,0.0,0.35,2.85,0
JP Duminy,2011-04-11,Eden Gardens,Kolkata Knight Riders,0.8333333333333334,1.0,0.4444444444444444,0.6621621621621622,27.243243243243242,1
MS Bisla,2011-04-11,Eden Gardens,Deccan Chargers,1.0,0.9090909090909091,0.6666666666666666,0.9473684210526315,20.55263157894737,0
DB Ravi Teja,2011-04-11,Eden Gardens,Kolkata Knight Riders,0.6666666666666666,1.0,1.0,0.7916666666666666,15.208333333333334,0
DW Steyn,2011-04-11,Eden Gardens,Kolkata Knight Riders,1.0,0.5,0.75,0.6875,5.1875,0
V Sehwag,2011-04-12,Sawai Mansingh Stadium,Rajasthan Royals,0.8333333333333334,1.0,0.9333333333333333,0.941747572815534,26.466019417475728,1
RE van der Merwe,2011-04-12,Sawai Mansingh Stadium,Rajasthan Royals,0.6666666666666666,0.0,0.5,0.7857142857142857,10.357142857142858,1
TM Dilshan,2011-04-12,M Chinnaswamy Stadium,Mumbai Indians,0.8333333333333334,0.9090909090909091,1.0,0.8163265306122449,23.26530612244898,1
V Kohli,2011-04-12,M Chinnaswamy Stadium,Mumbai Indians,1.1666666666666667,0.9137931034482759,0.875,0.8930041152263375,32.84362139917695,1
DA Warner,2011-04-12,Sawai Mansingh Stadium,Rajasthan Royals,1.0,1.0,0.875,0.8907103825136612,35.87978142076503,1
AM Rahane,2011-04-12,Sawai Mansingh Stadium,Delhi Daredevils,0.8333333333333334,0.8235294117647058,0.75,0.9117647058823529,27.111764705882354,1
Y Venugopal Rao,2011-04-12,Sawai Mansingh Stadium,Rajasthan Royals,1.0,0.5,0.6,0.803921568627451,18.784313725490197,1
IK Pathan,2011-04-12,Sawai Mansingh Stadium,Rajasthan Royals,0.3333333333333333,0.6666666666666666,0.5555555555555556,0.6419753086419753,14.17283950617284,1
AB de Villiers,2011-04-12,M Chinnaswamy Stadium,Mumbai Indians,1.0,0.717391304347826,0.7083333333333334,0.7337278106508875,30.59171597633136,1
NV Ojha,2011-04-12,Sawai Mansingh Stadium,Rajasthan Royals,1.0,0.8,0.5714285714285714,0.7849462365591398,16.698924731182796,1
LRPL Taylor,2011-04-12,Sawai Mansingh Stadium,Delhi Daredevils,0.3333333333333333,0.3333333333333333,0.8,0.7547169811320755,19.11320754716981,0
SR Tendulkar,2011-04-12,M Chinnaswamy Stadium,Royal Challengers Bangalore,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.9090909090909091,29.818181818181817,1
SS Tiwary,2011-04-12,M Chinnaswamy Stadium,Mumbai Indians,0.6666666666666666,0.6,0.5,0.6805555555555556,20.541666666666668,1
R Dravid,2011-04-12,Sawai Mansingh Stadium,Delhi Daredevils,0.6666666666666666,0.9166666666666666,1.0,0.9382716049382716,26.308641975308642,1
AT Rayudu,2011-04-12,M Chinnaswamy Stadium,Royal Challengers Bangalore,0.6666666666666666,0.75,0.9166666666666666,0.8206521739130435,23.527173913043477,0
M Manhas,2011-04-13,Dr DY Patil Sports Academy,Kochi Tuskers Kerala,0.8333333333333334,1.0,1.0,0.6216216216216216,13.864864864864865,1
AM Nayar,2011-04-13,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,0.8333333333333334,0.6,0.75,0.7959183673469388,13.489795918367347,0
PA Patel,2011-04-13,Dr DY Patil Sports Academy,Pune Warriors,1.0,1.0,1.2,0.9333333333333333,21.096296296296295,1
KD Karthik,2011-04-13,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,0.8333333333333334,0.8888888888888888,0.8709677419354839,0.8103448275862069,20.82758620689655,0
SE Marsh,2011-04-13,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,0.8333333333333334,0.9047619047619048,0.7142857142857143,0.9411764705882353,36.455882352941174,1
DPMD Jayawardene,2011-04-13,Dr DY Patil Sports Academy,Pune Warriors,0.8333333333333334,1.0,0.75,0.8181818181818182,23.2987012987013,1
RV Uthappa,2011-04-13,Dr DY Patil Sports Academy,Kochi Tuskers Kerala,0.8333333333333334,0.7272727272727273,1.0,0.9336734693877551,25.270408163265305,1
RP Singh,2011-04-13,Dr DY Patil Sports Academy,Pune Warriors,0.3333333333333333,0.3333333333333333,0.0,0.5555555555555556,1.8888888888888888,1
BB McCullum,2011-04-13,Dr DY Patil Sports Academy,Pune Warriors,0.8333333333333334,1.0,1.0,0.9722222222222222,26.63888888888889,1
R Vinay Kumar,2011-04-13,Dr DY Patil Sports Academy,Pune Warriors,0.5,0.5,0.0,0.6341463414634146,7.414634146341464,1
S Sreesanth,2011-04-13,Dr DY Patil Sports Academy,Pune Warriors,0.0,0.0,0.0,0.18181818181818182,3.090909090909091,0
S Badrinath,2011-04-13,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,1.0,0.0,0.75,0.734375,22.515625,1
GC Smith,2011-04-13,Dr DY Patil Sports Academy,Kochi Tuskers Kerala,1.1666666666666667,1.0,1.0,1.0357142857142858,26.178571428571427,1
MS Dhoni,2011-04-13,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,0.8333333333333334,0.6666666666666666,0.5238095238095238,0.6519823788546255,22.986784140969164,1
VVS Laxman,2011-04-13,Dr DY Patil Sports Academy,Pune Warriors,0.8333333333333334,0.6666666666666666,1.0,0.8421052631578947,14.421052631578947,0
SK Raina,2011-04-13,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,1.0,0.6666666666666666,0.7391304347826086,0.8391959798994975,27.804020100502512,1
Yuvraj Singh,2011-04-13,Dr DY Patil Sports Academy,Kochi Tuskers Kerala,0.6666666666666666,0.5714285714285714,1.0,0.864,22.0,0
JD Ryder,2011-04-13,Dr DY Patil Sports Academy,Kochi Tuskers Kerala,1.0,1.0,1.0,1.0,20.785714285714285,1
M Vijay,2011-04-13,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,1.0,0.5,0.8571428571428571,0.9230769230769231,25.08653846153846,1
BJ Hodge,2011-04-13,Dr DY Patil Sports Academy,Pune Warriors,1.0,1.0,0.75,0.7419354838709677,22.112903225806452,0
AC Gilchrist,2011-04-13,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,1.0,0.9166666666666666,0.9,0.9493670886075949,26.126582278481013,1
RA Jadeja,2011-04-13,Dr DY Patil Sports Academy,Pune Warriors,0.8333333333333334,1.0,1.0,0.6368715083798883,16.29608938547486,0
MD Mishra,2011-04-13,Dr DY Patil Sports Academy,Kochi Tuskers Kerala,0.6666666666666666,0.8333333333333334,0.0,0.875,14.5625,1
B Chipli,2011-04-14,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,1.0,0.5714285714285714,0.0,0.75,13.2,1
AB de Villiers,2011-04-14,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,1.0,1.0,1.0,0.7337278106508875,30.59171597633136,1
KC Sangakkara,2011-04-14,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,1.0,1.0,1.0,1.0149253731343284,25.134328358208954,1
S Dhawan,2011-04-14,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,0.8333333333333334,0.8717948717948718,0.875,0.8772727272727273,30.704545454545453,1
TM Dilshan,2011-04-14,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,0.8333333333333334,1.0,0.75,0.8163265306122449,23.26530612244898,1
DL Vettori,2011-04-14,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,0.3333333333333333,0.0,0.0,0.4666666666666667,7.8,0
JP Duminy,2011-04-14,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,1.0,0.875,0.6666666666666666,0.6621621621621622,27.243243243243242,1
V Kohli,2011-04-14,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,1.1666666666666667,1.0,0.9,0.8930041152263375,32.84362139917695,1
Z Khan,2011-04-14,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,0.5,1.0,0.6666666666666666,0.5769230769230769,4.461538461538462,1
SS Tiwary,2011-04-14,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,0.6666666666666666,1.0,1.0,0.6805555555555556,20.541666666666668,1
CA Pujara,2011-04-14,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,0.6666666666666666,1.0,1.0,0.8095238095238095,17.666666666666668,1
S Sohal,2011-04-14,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,0.8333333333333334,0.8,1.0,0.8947368421052632,17.57894736842105,1
DPMD Jayawardene,2011-04-15,Wankhede Stadium,Mumbai Indians,0.8333333333333334,1.0,0.9,0.8181818181818182,23.2987012987013,1
J Botha,2011-04-15,Sawai Mansingh Stadium,Kolkata Knight Riders,0.5,0.7,0.5,0.7777777777777778,15.074074074074074,0
MS Bisla,2011-04-15,Sawai Mansingh Stadium,Rajasthan Royals,0.8333333333333334,0.6666666666666666,0.875,0.9473684210526315,20.55263157894737,1
LRPL Taylor,2011-04-15,Sawai Mansingh Stadium,Kolkata Knight Riders,0.16666666666666666,0.3333333333333333,0.7142857142857143,0.7547169811320755,19.11320754716981,1
BB McCullum,2011-04-15,Wankhede Stadium,Mumbai Indians,0.8333333333333334,1.1428571428571428,0.875,0.9722222222222222,26.63888888888889,1
SR Tendulkar,2011-04-15,Wankhede Stadium,Kochi Tuskers Kerala,0.6666666666666666,1.0,1.0,0.9090909090909091,29.818181818181817,1
AT Rayudu,2011-04-15,Wankhede Stadium,Kochi Tuskers Kerala,0.5,0.8333333333333334,0.0,0.8206521739130435,23.527173913043477,1
R Dravid,2011-04-15,Sawai Mansingh Stadium,Kolkata Knight Riders,0.8333333333333334,0.9166666666666666,0.9,0.9382716049382716,26.308641975308642,1
RA Jadeja,2011-04-15,Wankhede Stadium,Mumbai Indians,0.8333333333333334,1.0,0.782608695652174,0.6368715083798883,16.29608938547486,0
BJ Hodge,2011-04-15,Wankhede Stadium,Mumbai Indians,0.8333333333333334,0.5,0.5714285714285714,0.7419354838709677,22.112903225806452,0
JH Kallis,2011-04-15,Sawai Mansingh Stadium,Rajasthan Royals,1.1666666666666667,1.0,0.9166666666666666,0.9468085106382979,25.71276595744681,1
G Gambhir,2011-04-15,Sawai Mansingh Stadium,Rajasthan Royals,0.6666666666666666,0.75,0.8125,0.8933333333333333,28.086666666666666,0
SR Watson,2011-04-15,Sawai Mansingh Stadium,Kolkata Knight Riders,1.0,0.7931034482758621,0.9375,0.8928571428571429,27.614285714285714,1
A Mishra,2011-04-16,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,0.5,0.42857142857142855,0.16666666666666666,0.5555555555555556,6.703703703703703,1
M Vijay,2011-04-16,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,1.0,0.9285714285714286,1.0,0.9230769230769231,25.08653846153846,1
MS Dhoni,2011-04-16,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,0.8333333333333334,0.8372093023255814,0.7741935483870968,0.6519823788546255,22.986784140969164,0
AB de Villiers,2011-04-16,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0.8333333333333334,0.7142857142857143,0.92,0.7337278106508875,30.59171597633136,0
DL Vettori,2011-04-16,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.4666666666666667,7.8,0
DW Steyn,2011-04-16,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,0.8333333333333334,0.6666666666666666,0.5,0.6875,5.1875,0
MS Gony,2011-04-16,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,0.8333333333333334,1.0,1.0,0.5714285714285714,6.857142857142857,0
S Sohal,2011-04-16,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,0.8333333333333334,0.8,1.0,0.8947368421052632,17.57894736842105,1
JA Morkel,2011-04-16,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,0.5,0.68,0.8181818181818182,0.5909090909090909,14.530303030303031,0
TM Dilshan,2011-04-16,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0.8333333333333334,1.0,1.0,0.8163265306122449,23.26530612244898,1
CA Pujara,2011-04-16,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0.8333333333333334,1.0,1.0,0.8095238095238095,17.666666666666668,1
SS Tiwary,2011-04-16,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,0.6666666666666666,0.6,0.6,0.6805555555555556,20.541666666666668,1
SK Raina,2011-04-16,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,1.0,0.8478260869565217,0.7931034482758621,0.8391959798994975,27.804020100502512,1
B Chipli,2011-04-16,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,1.0,0.5714285714285714,1.0,0.75,13.2,0
KC Sangakkara,2011-04-16,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,1.0,1.0,1.0,1.0149253731343284,25.134328358208954,1
JP Duminy,2011-04-16,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,1.0,0.875,0.7142857142857143,0.6621621621621622,27.243243243243242,1
AM Nayar,2011-04-16,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.7959183673469388,13.489795918367347,1
S Dhawan,2011-04-16,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,0.8333333333333334,0.8717948717948718,0.9166666666666666,0.8772727272727273,30.704545454545453,1
KD Karthik,2011-04-16,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,0.6666666666666666,0.6,0.7777777777777778,0.8103448275862069,20.82758620689655,1
MEK Hussey,2011-04-16,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,0.8333333333333334,0.8571428571428571,1.0,0.8947368421052632,34.6140350877193,1
AC Gilchrist,2011-04-16,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,1.0,1.0,1.0,0.9493670886075949,26.126582278481013,1
S Badrinath,2011-04-16,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,1.0,0.76,0.8888888888888888,0.734375,22.515625,1
V Kohli,2011-04-16,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,1.0,1.125,0.96875,0.8930041152263375,32.84362139917695,0
DB Ravi Teja,2011-04-16,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,0.6666666666666666,0.8181818181818182,0.6666666666666666,0.7916666666666666,15.208333333333334,1
MD Mishra,2011-04-17,Dr DY Patil Sports Academy,Delhi Daredevils,0.8333333333333334,0.8333333333333334,1.0,0.875,14.5625,1
NV Ojha,2011-04-17,Dr DY Patil Sports Academy,Pune Warriors,1.1666666666666667,1.0,0.6666666666666666,0.7849462365591398,16.698924731182796,1
V Sehwag,2011-04-17,Dr DY Patil Sports Academy,Pune Warriors,0.8333333333333334,1.5,1.0,0.941747572815534,26.466019417475728,1
MK Tiwary,2011-04-17,Eden Gardens,Rajasthan Royals,0.6666666666666666,0.7916666666666666,0.875,0.7317073170731707,20.24390243902439,2
IK Pathan,2011-04-17,Dr DY Patil Sports Academy,Pune Warriors,0.5,1.0,0.75,0.6419753086419753,14.17283950617284,1
JD Ryder,2011-04-17,Dr DY Patil Sports Academy,Delhi Daredevils,1.0,1.0,1.0,1.0,20.785714285714285,1
LRPL Taylor,2011-04-17,Eden Gardens,Kolkata Knight Riders,0.3333333333333333,1.0,0.7142857142857143,0.7547169811320755,19.11320754716981,1
MS Bisla,2011-04-17,Eden Gardens,Rajasthan Royals,0.8333333333333334,0.9090909090909091,0.875,0.9473684210526315,20.55263157894737,1
GC Smith,2011-04-17,Dr DY Patil Sports Academy,Delhi Daredevils,1.1666666666666667,1.0,1.1666666666666667,1.0357142857142858,26.178571428571427,0
SK Trivedi,2011-04-17,Eden Gardens,Kolkata Knight Riders,0.6666666666666666,1.0,1.0,0.6153846153846154,3.230769230769231,0
Y Venugopal Rao,2011-04-17,Dr DY Patil Sports Academy,Pune Warriors,1.0,1.0,0.5,0.803921568627451,18.784313725490197,1
AS Raut,2011-04-17,Eden Gardens,Kolkata Knight Riders,0.6666666666666666,1.5,1.0,0.7333333333333333,12.6,1
SR Watson,2011-04-17,Eden Gardens,Kolkata Knight Riders,1.0,1.0,0.9375,0.8928571428571429,27.614285714285714,1
AM Rahane,2011-04-17,Eden Gardens,Kolkata Knight Riders,0.8333333333333334,1.0,0.9090909090909091,0.9117647058823529,27.111764705882354,0
RV Uthappa,2011-04-17,Dr DY Patil Sports Academy,Delhi Daredevils,0.8333333333333334,0.7272727272727273,0.9047619047619048,0.9336734693877551,25.270408163265305,1
Yuvraj Singh,2011-04-17,Dr DY Patil Sports Academy,Delhi Daredevils,0.5,0.5714285714285714,0.6470588235294118,0.864,22.0,1
G Gambhir,2011-04-17,Eden Gardens,Rajasthan Royals,0.5,0.8723404255319149,0.8125,0.8933333333333333,28.086666666666666,1
JR Hopes,2011-04-17,Dr DY Patil Sports Academy,Pune Warriors,0.8333333333333334,0.0,0.0,0.8888888888888888,22.77777777777778,0
SK Warne,2011-04-17,Eden Gardens,Kolkata Knight Riders,0.5,0.0,0.5,0.6923076923076923,7.538461538461538,0
DA Warner,2011-04-17,Dr DY Patil Sports Academy,Pune Warriors,1.0,1.0,0.75,0.8907103825136612,35.87978142076503,1
FY Fazal,2011-04-17,Eden Gardens,Kolkata Knight Riders,0.8333333333333334,0.5,0.6666666666666666,0.8,16.7,0
M Manhas,2011-04-17,Dr DY Patil Sports Academy,Delhi Daredevils,0.8333333333333334,1.0,0.6666666666666666,0.6216216216216216,13.864864864864865,1
JH Kallis,2011-04-17,Eden Gardens,Rajasthan Royals,1.1666666666666667,1.0,0.9166666666666666,0.9468085106382979,25.71276595744681,1
BB McCullum,2011-04-18,Nehru Stadium,Chennai Super Kings,0.8333333333333334,1.0,1.0,0.9722222222222222,26.63888888888889,1
RA Jadeja,2011-04-18,Nehru Stadium,Chennai Super Kings,0.6666666666666666,0.6,0.8,0.6368715083798883,16.29608938547486,1
SK Raina,2011-04-18,Nehru Stadium,Kochi Tuskers Kerala,1.0,1.0,1.0,0.8391959798994975,27.804020100502512,1
MS Dhoni,2011-04-18,Nehru Stadium,Kochi Tuskers Kerala,0.8333333333333334,0.0,0.5,0.6519823788546255,22.986784140969164,1
M Vijay,2011-04-18,Nehru Stadium,Kochi Tuskers Kerala,1.0,1.0,1.0,0.9230769230769231,25.08653846153846,1
PA Patel,2011-04-18,Nehru Stadium,Chennai Super Kings,1.0,0.8,1.0769230769230769,0.9333333333333333,21.096296296296295,1
BJ Hodge,2011-04-18,Nehru Stadium,Chennai Super Kings,0.6666666666666666,0.8,0.5,0.7419354838709677,22.112903225806452,1
S Badrinath,2011-04-18,Nehru Stadium,Kochi Tuskers Kerala,0.8333333333333334,1.0,1.0,0.734375,22.515625,0
